project,NB_builds,NB_delay,NB_Batch,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
loomio.csv,0,0,0,69.7560975609756,1.0,4,66.82926829268293,1.5,2,64.39024390243902,4.0,8
graylog2-server.csv,0,0,0,30.174563591022444,1.0,4,20.1995012468828,7.0,16,20.1995012468828,7.0,16
gradle.csv,0,0,0,31.95691202872532,2.0,4,30.16157989228008,8.0,16,29.802513464991023,8.0,16
open-build-service.csv,0,0,0,57.081545064377686,2.0,4,57.51072961373391,1.0,2,57.081545064377686,2.0,4
vagrant.csv,0,0,0,33.098591549295776,2.0,4,31.338028169014084,3.0,8,31.338028169014084,3.0,8
metasploit-framework.csv,0,0,0,35.53826199740597,1.0,4,29.182879377431902,4.0,8,29.182879377431902,4.0,8
rubinius.csv,0,0,0,73.18181818181819,3.0,4,78.18181818181819,2.0,2,73.18181818181819,3.0,4
sonarqube.csv,0,0,0,51.66666666666666,2.0,4,49.66666666666666,4.0,8,49.66666666666666,4.0,8
concerto.csv,0,0,0,35.172413793103445,2.0,4,33.10344827586207,1.0,2,35.172413793103445,2.0,4
jruby.csv,0,0,0,76.99757869249395,3.0,4,72.88135593220339,1.0,2,76.99757869249395,3.0,4
geoserver.csv,0,0,0,98.8095238095238,1.0,4,88.0952380952381,1.5,2,98.8095238095238,1.0,4
rails.csv,0,0,0,58.36154366960054,2.0,4,60.25727826675694,1.0,2,58.36154366960054,2.0,4
fog.csv,0,0,0,69.51566951566952,2.0,4,67.52136752136752,1.0,2,69.51566951566952,2.0,4
cloudify.csv,0,0,0,33.60655737704918,6.0,4,30.12295081967213,7.0,16,29.30327868852459,7.0,16
sufia.csv,0,0,0,47.36842105263158,2.0,4,47.36842105263158,2.0,4,47.36842105263158,2.0,4
cloud_controller_ng.csv,0,0,0,71.14624505928853,2.5,4,62.45059288537549,1.0,2,71.14624505928853,2.5,4
orbeon-forms.csv,0,0,0,55.36480686695279,1.0,4,57.081545064377686,1.0,4,55.36480686695279,1.0,4
puppet.csv,0,0,0,36.231884057971016,1.0,4,18.84057971014493,9.0,16,18.84057971014493,9.0,16
opal.csv,0,0,0,39.73214285714285,1.0,4,33.035714285714285,8.5,16,33.035714285714285,8.5,16
